,62120630
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID,2
+DOB+PASSPORT,2
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN-DRLIC-PASSPORT,2
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,2
+PHONE+PASSPORT,2
+ADDRESS+SSN+ACCT_NUM,2
+NAME+ADDRESS+SSN+ACCT_NUM-DOB-PASSPORT,2
+DOB+ADDRESS+PHONE+PASSPORT,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,2
+ADDRESS+SSN+DRLIC,2
+NAME+PHONE+SSN+ACCT_NUM-DOB-PASSPORT,2
+PHONE+SSN+PASSPORT,2
+PNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,2
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DOB-PASSPORT,2
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM-SSN-PASSPORT,2
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM-SSN,2
+NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,2
+NAME+ADDRESS+SSN+DRLIC+PASSPORT-DOB,2
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-SSN,2
+NAME+DOB+PHONE+DRLIC+PASSPORT-SSN,2
+NAME+ADDRESS+SSN-DRLIC-PASSPORT,2
+PNAME+DOB+SSN+PASSPORT+ACCT_NUM-DRLIC,2
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,2
+NAME+DOB+SSN+ACCT_NUM-PASSPORT,2
+ADDRESS+PHONE+DRLIC,2
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,2
+NAME+DOB+ADDRESS+DRLIC-PASSPORT,2
+ADDRESS+PHONE+PASSPORT,2
+NAME+DOB+ADDRESS+PHONE+PASSPORT-SSN-DRLIC,2
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1
+LIKELY_NAME+DOB+SSN-DRLIC,1
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID,1
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,1
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,1
+LIKELY_NAME+DOB+ADDRESS+SSN-DRLIC,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,1
+NAME+PHONE+SSN-GENDER,1
+SURNAME+DOB+ADDRESS+PHONE+LOGIN_ID,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,1
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1
+NAME+PHONE+SSN+LOGIN_ID-PASSPORT,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,1
+PHONE+SSN+DRLIC+ACCT_NUM,1
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,1
+NAME+PHONE+SSN+PASSPORT-DOB,1
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,1
+PASSPORT+ACCT_NUM,1
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,1
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,1
+DOB+SSN+DRLIC+PASSPORT,1
+PHONE+DRLIC+PASSPORT+ACCT_NUM,1
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,1
+ADDRESS+DRLIC,1
+DOB+DRLIC,1
+PHONE+PASSPORT+ACCT_NUM,1
+PHONE+SSN+ACCT_NUM,1
+DOB+ADDRESS+PHONE+DRLIC,1
+DOB+ADDRESS+PASSPORT,1
+DOB+ADDRESS+DRLIC+PASSPORT,1
+ADDRESS+SSN+PASSPORT+ACCT_NUM,1
+ADDRESS+SSN+PASSPORT,1
+ADDRESS+SSN+DRLIC+ACCT_NUM,1
+PNAME+DOB+SSN+DRLIC-PASSPORT,1
+NAME+DOB+PHONE+ACCT_NUM-SSN-DRLIC-PASSPORT,1
+PHONE+SSN+DRLIC,1
+NAME+DOB+PHONE+ACCT_NUM-GENDER-SSN,1
+NAME+DOB+PHONE+ACCT_NUM-DRLIC-PASSPORT,1
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID-DRLIC,1
+NAME+DOB+PHONE+DRLIC-PASSPORT,1
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT-DRLIC,1
+PNAME+DOB+SSN+PASSPORT-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+ADDRESS+ACCT_NUM,1
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-DRLIC,1
+PNAME+DOB+SSN+ACCT_NUM-PASSPORT,1
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID-SSN,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+DRLIC-SSN-PASSPORT,1
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT-SSN,1
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT-DRLIC,1
+NAME+DOB+PHONE+SSN+ACCT_NUM-GENDER,1
+PNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-GENDER-SSN-DRLIC-PASSPORT,1
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-GENDER,1
+NAME+DOB+ADDRESS+PASSPORT-SSN-DRLIC,1
+NAME+DOB+SSN-DRLIC-PASSPORT,1
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM-PASSPORT,1
+NAME+DOB+ADDRESS+ACCT_NUM-SSN-DRLIC-PASSPORT,1
+NAME+DOB+ADDRESS+ACCT_NUM-SSN-DRLIC,1
+NAME+DOB+ADDRESS+ACCT_NUM-GENDER,1
+NAME+ADDRESS+SSN+PASSPORT-DOB,1
+NAME+DOB+SSN+DRLIC-PASSPORT,1
+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,1
+NAME+ADDRESS+SSN+DRLIC-DOB,1
+NAME+ADDRESS+SSN+DRLIC+ACCT_NUM-PASSPORT,1
+NAME+ADDRESS+SSN+DRLIC+ACCT_NUM-DOB,1
+NAME+ADDRESS+SSN-DOB-PASSPORT,1
+NAME+PHONE+SSN+ACCT_NUM-DOB-DRLIC,1
+NAME+ADDRESS+SSN+ACCT_NUM-DOB-DRLIC,1
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DOB,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,1
+NAME+PHONE+SSN-DOB-DRLIC,1
+NAME+PHONE+SSN-DOB-DRLIC-PASSPORT,1
+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,1
+SSN+DRLIC+ACCT_NUM,1
+SSN+PASSPORT,1
+SSN+PASSPORT+ACCT_NUM,1
+NAME+ADDRESS+PHONE+SSN+DRLIC-DOB-PASSPORT,1
+PHONE+SSN+LOGIN_ID+ACCT_NUM,1
+NAME+PHONE+SSN+DRLIC-DOB-PASSPORT,1
+SURNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,1
+NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-DOB-PASSPORT,1
+NAME+PHONE+SSN+DRLIC+PASSPORT-DOB,1
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1
+ADDRESS+PHONE+PASSPORT+ACCT_NUM,1
+LIKELY_NAME+DOB+SSN+LOGIN_ID,1
